dup_level,library_size,mt_content,sequencing_depth,mapping_rate,frac_open,frip,uniq_nuc_frags,plate,batch,stage,time_point,cell_type
zf_4.1hpf_plate3_038,0.73396,41035,1.259756,230144,83.42,8.1978,55.7254,39347,zf_4.1hpf_plate3,zf_4.1hpf_batch1,sphere_dome,zf_4.1hpf,DEL1
zf_4.1hpf_plate3_182,0.674281,112383,0.464464,534672,79.39,18.3602,53.7854,105008,zf_4.1hpf_plate3,zf_4.1hpf_batch1,sphere_dome,zf_4.1hpf,DEL1
zf_4.1hpf_plate3_131,0.373203,11609,1.153954,19360,79.25,1.8068,59.1894,7024,zf_4.1hpf_plate3,zf_4.1hpf_batch1,sphere_dome,zf_4.1hpf,DEL1
zf_4.1hpf_plate3_285,0.71953,96015,0.143762,538760,79.61,16.7938,54.2469,92381,zf_4.1hpf_plate3,zf_4.1hpf_batch1,sphere_dome,zf_4.1hpf,DEL1
zf_4.1hpf_plate3_227,0.582984,85795,0.957968,302084,78.01,13.8721,54.3627,73612,zf_4.1hpf_plate3,zf_4.1hpf_batch1,sphere_dome,zf_4.1hpf,DEL1
zf_4.1hpf_plate3_372,0.297253,43328,1.298278,49958,79.26,4.8985,55.6422,21211,zf_4.1hpf_plate3,zf_4.1hpf_batch1,sphere_dome,zf_4.1hpf,DEL1
zf_4.1hpf_plate3_043,0.237509,10569,2.095881,8959,80.2,1.0559,58.7449,4064,zf_4.1hpf_plate3,zf_4.1hpf_batch1,sphere_dome,zf_4.1hpf,DEL1
zf_4.1hpf_plate3_307,0.696149,29488,0.976096,141100,82.21,6.197,55.3703,27797,zf_4.1hpf_plate3,zf_4.1hpf_batch1,sphere_dome,zf_4.1hpf,DEL1
zf_4.1hpf_plate3_313,0.734097,68700,0.334213,410951,80.55,12.3441,53.3579,66501,zf_4.1hpf_plate3,zf_4.1hpf_batch1,sphere_dome,zf_4.1hpf,DEL1
zf_4.1hpf_plate3_075,0.532231,49780,5.341743,137578,80.29,8.1095,51.9157,38418,zf_4.1hpf_plate3,zf_4.1hpf_batch1,sphere_dome,zf_4.1hpf,DEL2
zf_4.1hpf_plate3_358,0.638641,87652,0.385662,357034,80.27,14.7571,54.4588,79813,zf_4.1hpf_plate3,zf_4.1hpf_batch1,sphere_dome,zf_4.1hpf,EVL
zf_4.1hpf_plate3_057,0.676059,35558,1.083962,165368,81.62,7.1637,53.8553,33034,zf_4.1hpf_plate3,zf_4.1hpf_batch1,sphere_dome,zf_4.1hpf,DEL1
zf_4.1hpf_plate3_149,0.416363,17842,1.066756,34894,79.6,3.0602,61.5135,11871,zf_4.1hpf_plate3,zf_4.1hpf_batch1,sphere_dome,zf_4.1hpf,DEL1
zf_4.1hpf_plate3_067,0.757708,113374,0.13956,739310,80.46,19.1123,54.6618,110908,zf_4.1hpf_plate3,zf_4.1hpf_batch1,sphere_dome,zf_4.1hpf,EVL
zf_4.1hpf_plate3_117,0.703077,18152,1.089274,97594,79.72,4.0314,57.1581,17162,zf_4.1hpf_plate3,zf_4.1hpf_batch1,sphere_dome,zf_4.1hpf,DEL1
zf_4.1hpf_plate3_005,0.701579,33033,0.75431,167335,81.16,6.8045,54.1962,31314,zf_4.1hpf_plate3,zf_4.1hpf_batch1,sphere_dome,zf_4.1hpf,DEL1
zf_4.1hpf_plate3_055,0.739055,133284,0.239803,790234,80.8,21.9213,55.1118,129379,zf_4.1hpf_plate3,zf_4.1hpf_batch1,sphere_dome,zf_4.1hpf,DEL1
zf_4.1hpf_plate3_245,0.671559,20767,0.390364,99019,81.87,4.9584,64.4846,19393,zf_4.1hpf_plate3,zf_4.1hpf_batch1,sphere_dome,zf_4.1hpf,DEL1
zf_4.1hpf_plate3_140,0.19274,16469,0.971799,10437,80.65,1.1599,49.9905,5197,zf_4.1hpf_plate3,zf_4.1hpf_batch1,sphere_dome,zf_4.1hpf,DEL1
zf_4.1hpf_plate3_178,0.635106,57537,1.755022,226838,80.19,10.1029,51.5833,51501,zf_4.1hpf_plate3,zf_4.1hpf_batch1,sphere_dome,zf_4.1hpf,DEL1
zf_4.1hpf_plate3_175,0.448944,40161,0.754284,86163,79.21,6.5103,57.6645,28552,zf_4.1hpf_plate3,zf_4.1hpf_batch1,sphere_dome,zf_4.1hpf,DEL1
zf_4.1hpf_plate3_159,0.539516,15856,0.351978,47106,81.17,3.2971,60.2686,13023,zf_4.1hpf_plate3,zf_4.1hpf_batch1,sphere_dome,zf_4.1hpf,DEL1
zf_4.1hpf_plate3_286,0.68529,15526,0.565203,78128,81.39,3.6459,60.6163,14602,zf_4.1hpf_plate3,zf_4.1hpf_batch1,sphere_dome,zf_4.1hpf,DEL1
zf_4.1hpf_plate3_246,0.64487,55901,2.60231,244398,78.89,10.2349,54.443,50003,zf_4.1hpf_plate3,zf_4.1hpf_batch1,sphere_dome,zf_4.1hpf,DEL1
zf_4.1hpf_plate3_045,0.726447,19187,1.492457,108772,82.12,3.8745,54.5824,18283,zf_4.1hpf_plate3,zf_4.1hpf_batch1,sphere_dome,zf_4.1hpf,DEL1
zf_4.1hpf_plate3_196,0.7232,79251,0.452075,452562,79.56,13.9455,52.6269,76190,zf_4.1hpf_plate3,zf_4.1hpf_batch1,sphere_dome,zf_4.1hpf,DEL1
zf_4.1hpf_plate3_279,0.675567,82092,2.112868,385384,79.92,13.7864,51.1647,75470,zf_4.1hpf_plate3,zf_4.1hpf_batch1,sphere_dome,zf_4.1hpf,DEL1
zf_4.1hpf_plate3_031,0.749082,96148,1.066763,598152,80.19,15.9664,49.868,92927,zf_4.1hpf_plate3,zf_4.1hpf_batch1,sphere_dome,zf_4.1hpf,DEL1
zf_4.1hpf_plate3_189,0.664299,22804,0.794621,108824,79.61,4.9099,57.7605,21099,zf_4.1hpf_plate3,zf_4.1hpf_batch1,sphere_dome,zf_4.1hpf,DEL1
zf_4.1hpf_plate3_366,0.680227,25085,1.327583,123353,80.6,5.2761,55.4499,23338,zf_4.1hpf_plate3,zf_4.1hpf_batch1,sphere_dome,zf_4.1hpf,EVL
zf_4.1hpf_plate3_252,0.409557,11112,0.420225,21339,80.55,1.8522,58.3299,7346,zf_4.1hpf_plate3,zf_4.1hpf_batch1,sphere_dome,zf_4.1hpf,DEL1
zf_4.1hpf_plate3_172,0.615193,30976,1.054228,125205,78.64,6.1507,56.9933,27406,zf_4.1hpf_plate3,zf_4.1hpf_batch1,sphere_dome,zf_4.1hpf,DEL1
zf_4.1hpf_plate3_148,0.426893,32214,1.054577,65128,79.5,4.9151,55.4734,21955,zf_4.1hpf_plate3,zf_4.1hpf_batch1,sphere_dome,zf_4.1hpf,DEL1
zf_4.1hpf_plate3_309,0.656171,44363,0.325852,191572,80.84,8.7695,56.5511,40989,zf_4.1hpf_plate3,zf_4.1hpf_batch1,sphere_dome,zf_4.1hpf,DEL1
zf_4.1hpf_plate3_107,0.68956,121974,0.192002,604961,79.89,19.965,54.7386,115402,zf_4.1hpf_plate3,zf_4.1hpf_batch1,sphere_dome,zf_4.1hpf,DEL1
zf_4.1hpf_plate3_040,0.733096,131221,0.058898,777581,79.73,20.7565,52.5016,127263,zf_4.1hpf_plate3,zf_4.1hpf_batch1,sphere_dome,zf_4.1hpf,EVL
zf_4.1hpf_plate3_144,0.343293,18104,4.979496,25496,80.7,2.3177,53.388,9732,zf_4.1hpf_plate3,zf_4.1hpf_batch1,sphere_dome,zf_4.1hpf,DEL1
zf_4.1hpf_plate3_208,0.676575,24768,1.176723,119717,80.79,5.5204,59.4052,23011,zf_4.1hpf_plate3,zf_4.1hpf_batch1,sphere_dome,zf_4.1hpf,DEL1
zf_4.1hpf_plate3_081,0.238233,25234,0.762287,21217,79.04,2.2849,53.7864,9894,zf_4.1hpf_plate3,zf_4.1hpf_batch1,sphere_dome,zf_4.1hpf,DEL1
zf_4.1hpf_plate3_272,0.726658,33284,1.565072,193388,80.84,7.0121,55.8519,31699,zf_4.1hpf_plate3,zf_4.1hpf_batch1,sphere_dome,zf_4.1hpf,EVL
zf_4.1hpf_plate3_351,0.73415,124095,0.110368,728393,80.65,19.8457,53.8571,120373,zf_4.1hpf_plate3,zf_4.1hpf_batch1,sphere_dome,zf_4.1hpf,EVL
zf_4.1hpf_plate3_164,0.687816,65856,0.938824,321593,80.24,11.9241,53.0524,61727,zf_4.1hpf_plate3,zf_4.1hpf_batch1,sphere_dome,zf_4.1hpf,DEL1
zf_4.1hpf_plate3_083,0.209673,24662,1.398764,17938,78.97,1.9248,51.6086,8459,zf_4.1hpf_plate3,zf_4.1hpf_batch1,sphere_dome,zf_4.1hpf,DEL1
zf_4.1hpf_plate3_101,0.625467,78688,1.579377,323446,77.81,13.2768,53.5568,69981,zf_4.1hpf_plate3,zf_4.1hpf_batch1,sphere_dome,zf_4.1hpf,DEL1
zf_4.1hpf_plate3_331,0.608315,21903,1.026483,83360,79.73,4.5991,57.6499,19284,zf_4.1hpf_plate3,zf_4.1hpf_batch1,sphere_dome,zf_4.1hpf,DEL1
zf_4.1hpf_plate3_133,0.282234,55173,0.288984,62168,78.1,5.8819,59.1955,25878,zf_4.1hpf_plate3,zf_4.1hpf_batch1,sphere_dome,zf_4.1hpf,DEL1
zf_4.1hpf_plate3_226,0.720115,118158,1.547613,670919,79.39,19.0752,52.3877,112218,zf_4.1hpf_plate3,zf_4.1hpf_batch1,sphere_dome,zf_4.1hpf,DEL1
zf_4.1hpf_plate3_229,0.629315,79461,0.406611,318195,79.55,13.7458,54.1993,71766,zf_4.1hpf_plate3,zf_4.1hpf_batch1,sphere_dome,zf_4.1hpf,DEL1
zf_4.1hpf_plate3_034,0.620273,27008,1.099218,104742,81.05,5.1415,53.8082,24023,zf_4.1hpf_plate3,zf_4.1hpf_batch1,sphere_dome,zf_4.1hpf,DEL1
zf_4.1hpf_plate3_353,0.72174,80194,0.54001,447034,80.22,13.977,51.2493,76988,zf_4.1hpf_plate3,zf_4.1hpf_batch1,sphere_dome,zf_4.1hpf,DEL1
zf_4.1hpf_plate3_056,0.62899,35727,6.788294,141103,80.38,6.8434,53.3617,30195,zf_4.1hpf_plate3,zf_4.1hpf_batch1,sphere_dome,zf_4.1hpf,DEL1
zf_4.1hpf_plate3_236,0.608559,14516,0.579867,56564,80.86,3.3928,63.8395,12859,zf_4.1hpf_plate3,zf_4.1hpf_batch1,sphere_dome,zf_4.1hpf,DEL1
zf_4.1hpf_plate3_305,0.698738,150091,0.222927,772437,79.35,22.5812,50.4707,142777,zf_4.1hpf_plate3,zf_4.1hpf_batch1,sphere_dome,zf_4.1hpf,EVL
zf_4.1hpf_plate3_345,0.67354,57088,0.367681,268592,80.1,10.7388,54.8601,53382,zf_4.1hpf_plate3,zf_4.1hpf_batch1,sphere_dome,zf_4.1hpf,DEL1
zf_4.1hpf_plate3_256,0.536665,29646,0.341283,90354,78.96,5.7446,60.845,24237,zf_4.1hpf_plate3,zf_4.1hpf_batch1,sphere_dome,zf_4.1hpf,DEL1
zf_4.1hpf_plate3_009,0.322009,27699,0.472717,35089,78.34,3.3159,52.9275,14738,zf_4.1hpf_plate3,zf_4.1hpf_batch1,sphere_dome,zf_4.1hpf,DEL2
zf_4.1hpf_plate3_251,0.528599,15629,1.024267,45022,80.53,3.173,59.9551,12562,zf_4.1hpf_plate3,zf_4.1hpf_batch1,sphere_dome,zf_4.1hpf,DEL1
zf_4.1hpf_plate3_049,0.601961,102779,0.218163,377954,78.47,16.126,54.1721,90560,zf_4.1hpf_plate3,zf_4.1hpf_batch1,sphere_dome,zf_4.1hpf,DEL1
zf_4.1hpf_plate3_017,0.701124,156487,0.170018,819255,78.89,23.3609,51.4388,149142,zf_4.1hpf_plate3,zf_4.1hpf_batch1,sphere_dome,zf_4.1hpf,EVL
zf_4.1hpf_plate3_316,0.729774,85135,0.460679,502022,79.46,14.553,50.6862,82107,zf_4.1hpf_plate3,zf_4.1hpf_batch1,sphere_dome,zf_4.1hpf,DEL1
zf_4.1hpf_plate3_335,0.70674,98106,0.690712,497510,79.94,14.8594,44.9075,93312,zf_4.1hpf_plate3,zf_4.1hpf_batch1,sphere_dome,zf_4.1hpf,DEL1
zf_4.1hpf_plate3_361,0.597117,64014,0.845741,227721,79.22,10.7747,52.2831,55806,zf_4.1hpf_plate3,zf_4.1hpf_batch1,sphere_dome,zf_4.1hpf,DEL1
zf_4.1hpf_plate3_284,0.447466,17084,0.554966,36171,82.06,3.0179,57.994,12185,zf_4.1hpf_plate3,zf_4.1hpf_batch1,sphere_dome,zf_4.1hpf,DEL1
zf_4.1hpf_plate3_134,0.45009,31708,0.679162,69077,78.87,5.162,56.935,22521,zf_4.1hpf_plate3,zf_4.1hpf_batch1,sphere_dome,zf_4.1hpf,DEL1
zf_4.1hpf_plate3_267,0.752575,38279,0.699581,238673,81.05,7.933,54.7168,37189,zf_4.1hpf_plate3,zf_4.1hpf_batch1,sphere_dome,zf_4.1hpf,DEL1
zf_4.1hpf_plate3_006,0.663908,54985,1.259347,241065,80.18,10.1353,52.6505,50572,zf_4.1hpf_plate3,zf_4.1hpf_batch1,sphere_dome,zf_4.1hpf,DEL1
zf_4.1hpf_plate3_368,0.705704,104135,1.270676,570087,78.76,17.5254,53.7804,98366,zf_4.1hpf_plate3,zf_4.1hpf_batch1,sphere_dome,zf_4.1hpf,DEL1
zf_4.1hpf_plate3_145,0.537096,52977,2.134855,154629,80.04,8.8564,54.2283,42541,zf_4.1hpf_plate3,zf_4.1hpf_batch1,sphere_dome,zf_4.1hpf,DEL1
zf_4.1hpf_plate3_104,0.685464,50875,4.045378,246313,80.54,9.4355,51.8918,46182,zf_4.1hpf_plate3,zf_4.1hpf_batch1,sphere_dome,zf_4.1hpf,DEL1
zf_4.1hpf_plate3_156,0.341145,33756,1.747045,47887,80.08,4.5301,58.016,18784,zf_4.1hpf_plate3,zf_4.1hpf_batch1,sphere_dome,zf_4.1hpf,DEL1
zf_4.1hpf_plate3_063,0.417621,28122,0.482196,52388,78.72,4.2119,54.2179,18781,zf_4.1hpf_plate3,zf_4.1hpf_batch1,sphere_dome,zf_4.1hpf,DEL1
zf_4.1hpf_plate3_357,0.665285,20351,1.770471,94161,81.66,4.4112,57.4402,18642,zf_4.1hpf_plate3,zf_4.1hpf_batch1,sphere_dome,zf_4.1hpf,DEL1
zf_4.1hpf_plate3_206,0.593523,29842,0.118452,106740,78.64,5.2927,49.9293,26140,zf_4.1hpf_plate3,zf_4.1hpf_batch1,sphere_dome,zf_4.1hpf,DEL2
zf_4.1hpf_plate3_198,0.703801,99292,0.637365,526355,79.58,17.0569,54.5527,94317,zf_4.1hpf_plate3,zf_4.1hpf_batch1,sphere_dome,zf_4.1hpf,DEL1
zf_4.1hpf_plate3_250,0.739234,82901,0.471195,491668,79.66,14.4131,50.6219,80266,zf_4.1hpf_plate3,zf_4.1hpf_batch1,sphere_dome,zf_4.1hpf,DEL2
zf_4.1hpf_plate3_184,0.648858,34964,0.704838,145445,80.32,6.6533,52.4747,31979,zf_4.1hpf_plate3,zf_4.1hpf_batch1,sphere_dome,zf_4.1hpf,DEL2
zf_4.1hpf_plate3_128,0.651151,32971,0.982648,144703,79.95,6.3858,52.7984,30129,zf_4.1hpf_plate3,zf_4.1hpf_batch1,sphere_dome,zf_4.1hpf,DEL1
zf_4.1hpf_plate3_383,0.21155,10841,1.61039,7841,81.84,0.9895,58.013,3788,zf_4.1hpf_plate3,zf_4.1hpf_batch1,sphere_dome,zf_4.1hpf,DEL1
zf_4.1hpf_plate3_002,0.360628,6455,2.117094,9425,81.73,1.0013,59.8275,3745,zf_4.1hpf_plate3,zf_4.1hpf_batch1,sphere_dome,zf_4.1hpf,DEL1
zf_4.1hpf_plate3_092,0.204181,27834,0.651397,19501,80.15,2.1848,52.8157,9456,zf_4.1hpf_plate3,zf_4.1hpf_batch1,sphere_dome,zf_4.1hpf,DEL1
zf_4.1hpf_plate3_136,0.302049,43304,0.812038,52577,78.19,5.0073,56.4734,21620,zf_4.1hpf_plate3,zf_4.1hpf_batch1,sphere_dome,zf_4.1hpf,DEL1
zf_4.1hpf_plate3_138,0.315784,24833,1.164929,33120,77.61,2.9536,55.702,12896,zf_4.1hpf_plate3,zf_4.1hpf_batch1,sphere_dome,zf_4.1hpf,DEL1
zf_4.1hpf_plate3_283,0.652306,53841,3.341577,233444,79.91,9.5496,51.7391,48075,zf_4.1hpf_plate3,zf_4.1hpf_batch1,sphere_dome,zf_4.1hpf,DEL1
zf_4.1hpf_plate3_242,0.660201,79986,0.267779,352251,80.71,14.7759,58.7647,74116,zf_4.1hpf_plate3,zf_4.1hpf_batch1,sphere_dome,zf_4.1hpf,DEL1
zf_4.1hpf_plate3_099,0.434813,27705,0.351149,59304,79.03,4.808,62.1508,19297,zf_4.1hpf_plate3,zf_4.1hpf_batch1,sphere_dome,zf_4.1hpf,DEL1
zf_4.1hpf_plate3_247,0.420021,22832,1.253635,44036,81.13,3.3255,53.0081,15281,zf_4.1hpf_plate3,zf_4.1hpf_batch1,sphere_dome,zf_4.1hpf,DEL1
zf_4.1hpf_plate3_007,0.500239,13393,0.287356,35218,80.05,2.6398,59.0182,10410,zf_4.1hpf_plate3,zf_4.1hpf_batch1,sphere_dome,zf_4.1hpf,DEL1
zf_4.1hpf_plate3_204,0.619555,68486,1.379523,257350,80.57,10.0068,44.7695,60694,zf_4.1hpf_plate3,zf_4.1hpf_batch1,sphere_dome,zf_4.1hpf,DEL1
zf_4.1hpf_plate3_181,0.677659,103084,0.447441,493955,79.52,17.0346,52.3996,96562,zf_4.1hpf_plate3,zf_4.1hpf_batch1,sphere_dome,zf_4.1hpf,DEL1
zf_4.1hpf_plate3_282,0.668981,25477,0.461448,123503,80.84,5.5554,59.3338,23728,zf_4.1hpf_plate3,zf_4.1hpf_batch1,sphere_dome,zf_4.1hpf,EVL
zf_4.1hpf_plate3_011,0.648706,24500,0.912676,108113,79.56,5.2053,57.5916,22365,zf_4.1hpf_plate3,zf_4.1hpf_batch1,sphere_dome,zf_4.1hpf,DEL1
zf_4.1hpf_plate3_275,0.650731,27998,0.468665,120864,81.77,5.7276,59.5708,25697,zf_4.1hpf_plate3,zf_4.1hpf_batch1,sphere_dome,zf_4.1hpf,EVL
zf_4.1hpf_plate3_213,0.273687,20676,0.975713,22410,77.89,2.3282,58.3996,9337,zf_4.1hpf_plate3,zf_4.1hpf_batch1,sphere_dome,zf_4.1hpf,DEL1
zf_4.1hpf_plate3_188,0.690242,49329,0.85492,251457,79.06,9.6759,56.1554,46388,zf_4.1hpf_plate3,zf_4.1hpf_batch1,sphere_dome,zf_4.1hpf,DEL1
zf_4.1hpf_plate3_365,0.755966,84580,2.489556,550276,80.07,14.4608,50.3097,80764,zf_4.1hpf_plate3,zf_4.1hpf_batch1,sphere_dome,zf_4.1hpf,DEL1
zf_4.1hpf_plate3_028,0.735396,72478,0.853536,423003,81.1,12.8926,51.2029,69812,zf_4.1hpf_plate3,zf_4.1hpf_batch1,sphere_dome,zf_4.1hpf,DEL1
zf_4.1hpf_plate3_079,0.730496,28414,3.00345,168202,81.04,6.1153,57.3724,26708,zf_4.1hpf_plate3,zf_4.1hpf_batch1,sphere_dome,zf_4.1hpf,DEL1
zf_4.1hpf_plate3_169,0.672404,137603,0.139549,664916,78.21,20.8134,51.9091,128807,zf_4.1hpf_plate3,zf_4.1hpf_batch1,sphere_dome,zf_4.1hpf,DEL1
zf_4.1hpf_plate3_118,0.727489,41642,0.377209,231662,80.54,8.0483,50.9529,40144,zf_4.1hpf_plate3,zf_4.1hpf_batch1,sphere_dome,zf_4.1hpf,DEL2
zf_4.1hpf_plate3_341,0.52283,12283,1.406029,33242,80.38,2.1271,49.9848,9747,zf_4.1hpf_plate3,zf_4.1hpf_batch1,sphere_dome,zf_4.1hpf,DEL1
zf_4.1hpf_plate3_003,0.188628,16366,1.310304,9626,80.22,0.9912,44.2327,4971,zf_4.1hpf_plate3,zf_4.1hpf_batch1,sphere_dome,zf_4.1hpf,DEL1
zf_4.1hpf_plate3_326,0.676338,22644,0.563804,112420,80.34,5.2084,61.8563,21164,zf_4.1hpf_plate3,zf_4.1hpf_batch1,sphere_dome,zf_4.1hpf,DEL1
zf_4.1hpf_plate3_109,0.587664,48145,2.453798,174179,78.74,8.6624,54.8289,40906,zf_4.1hpf_plate3,zf_4.1hpf_batch1,sphere_dome,zf_4.1hpf,DEL1
zf_4.1hpf_plate3_061,0.721637,60301,1.476021,338737,80.26,11.0155,51.2587,57338,zf_4.1hpf_plate3,zf_4.1hpf_batch1,sphere_dome,zf_4.1hpf,DEL1
zf_4.1hpf_plate3_111,0.626884,99240,0.949025,404639,78,15.0447,48.5726,88820,zf_4.1hpf_plate3,zf_4.1hpf_batch1,sphere_dome,zf_4.1hpf,DEL1
zf_4.1hpf_plate3_135,0.235569,38947,0.992376,32372,80.2,3.6144,56.8415,15065,zf_4.1hpf_plate3,zf_4.1hpf_batch1,sphere_dome,zf_4.1hpf,EVL
zf_4.1hpf_plate3_021,0.701111,30832,1.308144,160943,82.03,6.7861,60.1509,29046,zf_4.1hpf_plate3,zf_4.1hpf_batch1,sphere_dome,zf_4.1hpf,DEL1
zf_4.1hpf_plate3_174,0.699602,176258,0.082673,906116,79.88,25.7477,49.1197,167994,zf_4.1hpf_plate3,zf_4.1hpf_batch1,sphere_dome,zf_4.1hpf,DEL1
zf_4.1hpf_plate3_263,0.72702,68563,0.979461,396533,80.2,12.0631,50.2629,65713,zf_4.1hpf_plate3,zf_4.1hpf_batch1,sphere_dome,zf_4.1hpf,EVL
zf_4.1hpf_plate3_185,0.710065,24789,0.147121,132573,82.24,5.5598,58.9596,23755,zf_4.1hpf_plate3,zf_4.1hpf_batch1,sphere_dome,zf_4.1hpf,DEL1
zf_4.1hpf_plate3_220,0.368268,30475,0.651218,50733,78.73,4.5034,60.7804,18307,zf_4.1hpf_plate3,zf_4.1hpf_batch1,sphere_dome,zf_4.1hpf,DEL1
zf_4.1hpf_plate3_349,0.409061,35170,2.578403,68325,78.32,5.2551,56.3409,22708,zf_4.1hpf_plate3,zf_4.1hpf_batch1,sphere_dome,zf_4.1hpf,DEL1
zf_4.1hpf_plate3_367,0.656544,85708,0.371205,368247,80.34,13.0128,47.1228,79176,zf_4.1hpf_plate3,zf_4.1hpf_batch1,sphere_dome,zf_4.1hpf,DEL1
zf_4.1hpf_plate3_041,0.675406,85376,1.649297,400976,79.9,14.293,50.8751,78893,zf_4.1hpf_plate3,zf_4.1hpf_batch1,sphere_dome,zf_4.1hpf,EVL
zf_4.1hpf_plate3_212,0.181831,19321,1.524337,10905,80.8,1.1521,44.9593,5685,zf_4.1hpf_plate3,zf_4.1hpf_batch1,sphere_dome,zf_4.1hpf,DEL1
zf_4.1hpf_plate3_132,0.533259,92100,0.364502,275625,78.73,14.2969,55.9072,74897,zf_4.1hpf_plate3,zf_4.1hpf_batch1,sphere_dome,zf_4.1hpf,DEL1
zf_4.1hpf_plate3_190,0.449569,6660,1.629753,14182,80.87,1.3024,61.3978,4708,zf_4.1hpf_plate3,zf_4.1hpf_batch1,sphere_dome,zf_4.1hpf,DEL1
zf_4.1hpf_plate3_343,0.630137,55744,0.433406,220098,80.51,10.3748,56.984,50311,zf_4.1hpf_plate3,zf_4.1hpf_batch1,sphere_dome,zf_4.1hpf,DEL1
zf_4.1hpf_plate3_125,0.632656,44742,3.76714,180099,80.92,8.3639,55.4345,39161,zf_4.1hpf_plate3,zf_4.1hpf_batch1,sphere_dome,zf_4.1hpf,DEL1
zf_4.1hpf_plate3_306,0.742785,118095,0.115596,726904,79.96,19.0463,52.484,114923,zf_4.1hpf_plate3,zf_4.1hpf_batch1,sphere_dome,zf_4.1hpf,DEL1
zf_4.1hpf_plate3_121,0.643975,48029,0.675691,203809,79.8,8.8905,53.4555,43805,zf_4.1hpf_plate3,zf_4.1hpf_batch1,sphere_dome,zf_4.1hpf,DEL1
zf_4.1hpf_plate3_334,0.609814,95309,0.546931,356597,80.09,15.8209,55.8966,84373,zf_4.1hpf_plate3,zf_4.1hpf_batch1,sphere_dome,zf_4.1hpf,DEL1
zf_4.1hpf_plate3_193,0.714099,32132,1.942188,182756,81.87,6.2604,53.975,30293,zf_4.1hpf_plate3,zf_4.1hpf_batch1,sphere_dome,zf_4.1hpf,EVL
zf_4.1hpf_plate3_177,0.673385,35004,0.834094,165753,80.06,6.9815,54.0046,32576,zf_4.1hpf_plate3,zf_4.1hpf_batch1,sphere_dome,zf_4.1hpf,DEL1
zf_4.1hpf_plate3_026,0.739699,141596,0.390359,846418,80.87,21.2784,47.9078,137284,zf_4.1hpf_plate3,zf_4.1hpf_batch1,sphere_dome,zf_4.1hpf,DEL1
zf_4.1hpf_plate3_241,0.650715,33171,3.670923,145530,80.68,6.6638,56.416,29495,zf_4.1hpf_plate3,zf_4.1hpf_batch1,sphere_dome,zf_4.1hpf,DEL1
zf_4.1hpf_plate3_197,0.705345,36163,0.650364,193755,80.96,7.4679,56.0339,34371,zf_4.1hpf_plate3,zf_4.1hpf_batch1,sphere_dome,zf_4.1hpf,DEL1
zf_4.1hpf_plate3_338,0.645319,114074,0.826415,487771,79.65,18.4008,54.7896,103924,zf_4.1hpf_plate3,zf_4.1hpf_batch1,sphere_dome,zf_4.1hpf,DEL1
zf_4.1hpf_plate3_023,0.742261,39759,0.893088,239856,81.62,8.158,54.8629,38396,zf_4.1hpf_plate3,zf_4.1hpf_batch1,sphere_dome,zf_4.1hpf,DEL1
zf_4.1hpf_plate3_375,0.218602,41843,0.718003,32566,78.48,3.666,57.3875,15072,zf_4.1hpf_plate3,zf_4.1hpf_batch1,sphere_dome,zf_4.1hpf,DEL1
zf_4.1hpf_plate3_300,0.627497,7549,1.09585,31133,80.55,1.8361,61.2215,6769,zf_4.1hpf_plate3,zf_4.1hpf_batch1,sphere_dome,zf_4.1hpf,DEL1
zf_4.1hpf_plate3_191,0.66231,40043,1.4083,176819,81.17,7.8731,55.3006,36754,zf_4.1hpf_plate3,zf_4.1hpf_batch1,sphere_dome,zf_4.1hpf,DEL1
zf_4.1hpf_plate3_152,0.611008,14155,1.111023,52818,80.81,3.0974,57.8922,12461,zf_4.1hpf_plate3,zf_4.1hpf_batch1,sphere_dome,zf_4.1hpf,DEL1
zf_4.1hpf_plate3_096,0.46364,58875,1.738348,138445,78.45,8.7363,53.8461,42564,zf_4.1hpf_plate3,zf_4.1hpf_batch1,sphere_dome,zf_4.1hpf,DEL1
zf_4.1hpf_plate3_116,0.615701,20839,0.358961,77505,81.6,4.4409,57.5328,18598,zf_4.1hpf_plate3,zf_4.1hpf_batch1,sphere_dome,zf_4.1hpf,DEL1
zf_4.1hpf_plate3_014,0.467439,11478,1.751911,28604,81.65,2.1123,58.8066,8356,zf_4.1hpf_plate3,zf_4.1hpf_batch1,sphere_dome,zf_4.1hpf,DEL1
zf_4.1hpf_plate3_244,0.669251,134518,0.298012,622380,79.78,20.7478,51.8469,125459,zf_4.1hpf_plate3,zf_4.1hpf_batch1,sphere_dome,zf_4.1hpf,EVL
zf_4.1hpf_plate3_377,0.253647,50313,0.216104,48846,77.11,4.871,55.7737,21240,zf_4.1hpf_plate3,zf_4.1hpf_batch1,sphere_dome,zf_4.1hpf,DEL1
zf_4.1hpf_plate3_260,0.696144,31575,2.73804,164498,79.89,6.471,55.3846,29235,zf_4.1hpf_plate3,zf_4.1hpf_batch1,sphere_dome,zf_4.1hpf,DEL1
zf_4.1hpf_plate3_142,0.178928,12082,1.244469,7286,80.18,0.9335,57.9093,3571,zf_4.1hpf_plate3,zf_4.1hpf_batch1,sphere_dome,zf_4.1hpf,DEL1
zf_4.1hpf_plate3_025,0.751924,176959,0.108622,1109301,80.52,25.4763,49.0389,172890,zf_4.1hpf_plate3,zf_4.1hpf_batch1,sphere_dome,zf_4.1hpf,EVL
